horizon,outcome,predictor,sample_size,coverage,sample_label,coefficient_per_1sd,standard_error_hc3,ci_lower,ci_upper,p_value_exploratory,status
3,convergence,average_peer_correlation,196,1.0,adequate_descriptive_sample,-0.0009360175360318474,0.002767320594490418,-0.006359866234909038,0.004487831162845343,0.7351826020462422,estimated_exploratory
3,convergence,peer_return_similarity,196,1.0,adequate_descriptive_sample,0.00030956226810217543,0.0029246780097344806,-0.005422701297353692,0.006041825833558043,0.9157054072933863,estimated_exploratory
3,convergence,peer_portfolio_coverage,196,1.0,adequate_descriptive_sample,,,,,,insufficient_data
3,peer_catchup,shock_magnitude,196,1.0,adequate_descriptive_sample,0.0015495855680524892,0.004527075108457147,-0.007323318599831277,0.010422489735936256,0.7321304947254783,estimated_exploratory
3,peer_catchup,standardized_shock,196,1.0,adequate_descriptive_sample,-0.0006400935014795959,0.002737103517573549,-0.006004717817881647,0.004724530814922454,0.8150952352767229,estimated_exploratory
3,peer_catchup,log_market_cap,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
3,peer_catchup,log_trailing_dollar_volume,196,1.0,adequate_descriptive_sample,0.00223532943239052,0.0026445134186846575,-0.002947821624864302,0.0074184804896453415,0.3979597745073461,estimated_exploratory
3,peer_catchup,volume_percentile,196,1.0,adequate_descriptive_sample,0.005092801983981018,0.004220705007824944,-0.003179627820723718,0.013365231788685754,0.22757716002406836,estimated_exploratory
3,peer_catchup,abnormal_volume_ratio,196,1.0,adequate_descriptive_sample,0.0018831569705527068,0.0017038001680734797,-0.0014562299957246042,0.005222543936830018,0.2690431829268668,estimated_exploratory
3,peer_catchup,semiconductor_volatility,196,1.0,adequate_descriptive_sample,0.0006666108937928487,0.0012156246808497347,-0.0017159696993906289,0.003049191486976326,0.583438556046922,estimated_exploratory
3,peer_catchup,market_volatility,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
3,peer_catchup,trailing_semiconductor_return,196,1.0,adequate_descriptive_sample,0.00024089640601777663,0.0016918225501875899,-0.0030750148605826074,0.0035568076726181608,0.8867729910549709,estimated_exploratory
3,peer_catchup,bear_regime,196,1.0,adequate_descriptive_sample,-0.000730498471400642,0.0018388342560319373,-0.0043345473867617435,0.00287355044396046,0.691174467888061,estimated_exploratory
3,peer_catchup,negative_event,196,1.0,adequate_descriptive_sample,-0.0018662821662432478,0.001865806130956084,-0.005523194985051196,0.0017906306525647007,0.317187052475705,estimated_exploratory
3,peer_catchup,peer_count,196,1.0,adequate_descriptive_sample,-0.0001164008069291689,0.002088772571095942,-0.004210319818172345,0.003977518204314006,0.9555593747527216,estimated_exploratory
3,peer_catchup,average_peer_correlation,196,1.0,adequate_descriptive_sample,0.00014653033349435038,0.0012451263781862773,-0.002293872523951552,0.002586933190940253,0.9063187570636052,estimated_exploratory
3,peer_catchup,peer_return_similarity,196,1.0,adequate_descriptive_sample,0.0014382188693558918,0.001509836247650093,-0.0015210057985913885,0.004397443537303172,0.3408099456291094,estimated_exploratory
3,peer_catchup,peer_portfolio_coverage,196,1.0,adequate_descriptive_sample,,,,,,insufficient_data
3,initiator_reversal,shock_magnitude,196,1.0,adequate_descriptive_sample,-0.0022649148224598023,0.004791278032066302,-0.011655647205227701,0.0071258175603080955,0.6364156556422815,estimated_exploratory
3,initiator_reversal,standardized_shock,196,1.0,adequate_descriptive_sample,-0.0033701508127353674,0.003082430175266615,-0.00941160294111742,0.002671301315646685,0.2742436061328525,estimated_exploratory
3,initiator_reversal,log_market_cap,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
3,initiator_reversal,log_trailing_dollar_volume,196,1.0,adequate_descriptive_sample,-0.0004958779705385601,0.003315202511597688,-0.00699355549472676,0.006001799553649639,0.8810983733292931,estimated_exploratory
3,initiator_reversal,volume_percentile,196,1.0,adequate_descriptive_sample,-0.0012972265880877383,0.002194029143747358,-0.005597444690863813,0.003002991514688336,0.5543508319861543,estimated_exploratory
3,initiator_reversal,abnormal_volume_ratio,196,1.0,adequate_descriptive_sample,-0.001488087831793847,0.0027764122952249203,-0.006929755936668879,0.003953580273081184,0.5919757659112679,estimated_exploratory
3,initiator_reversal,semiconductor_volatility,196,1.0,adequate_descriptive_sample,0.005803186925788149,0.0034853333372535877,-0.0010279408893456759,0.012634314740921974,0.09590663570840001,estimated_exploratory
3,initiator_reversal,market_volatility,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
3,initiator_reversal,trailing_semiconductor_return,196,1.0,adequate_descriptive_sample,-0.006465295187118194,0.003286989245793544,-0.012907675726444016,-2.2914647792371574e-05,0.04919066997069503,estimated_exploratory
3,initiator_reversal,bear_regime,196,1.0,adequate_descriptive_sample,0.0075080757599480736,0.0035047077961665846,0.0006389747031248227,0.014377176816771324,0.03217071992134692,estimated_exploratory
3,initiator_reversal,negative_event,196,1.0,adequate_descriptive_sample,-0.0016361358551726264,0.0031572043176379874,-0.007824142609577438,0.004551870899232186,0.6043026976200758,estimated_exploratory
3,initiator_reversal,peer_count,196,1.0,adequate_descriptive_sample,0.0007890867159284063,0.0034858295715435076,-0.006043013700541556,0.007621187132398369,0.8209137758299598,estimated_exploratory
3,initiator_reversal,average_peer_correlation,196,1.0,adequate_descriptive_sample,-0.0010825478695261977,0.0027541874398751623,-0.006480656058354092,0.004315560319301696,0.694278665007876,estimated_exploratory
3,initiator_reversal,peer_return_similarity,196,1.0,adequate_descriptive_sample,-0.0011286566012537165,0.0029156507627088515,-0.006843227087659805,0.004585913885152372,0.6986800979036676,estimated_exploratory
3,initiator_reversal,peer_portfolio_coverage,196,1.0,adequate_descriptive_sample,,,,,,insufficient_data
5,convergence,shock_magnitude,173,1.0,adequate_descriptive_sample,0.0074096324523027085,0.00422254937234765,-0.0008664122404408968,0.015685677145046314,0.07929746194358969,estimated_exploratory
5,convergence,standardized_shock,173,1.0,adequate_descriptive_sample,-0.0011782139650424388,0.004067967359107674,-0.009151283479177996,0.006794855549093117,0.7720977000434721,estimated_exploratory
5,convergence,log_market_cap,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
5,convergence,log_trailing_dollar_volume,173,1.0,adequate_descriptive_sample,0.0012561284567643412,0.0046462827770227515,-0.007850418448188998,0.010362675361717682,0.7868900243233331,estimated_exploratory
5,convergence,volume_percentile,173,1.0,adequate_descriptive_sample,0.0025859263529372564,0.004876054510372103,-0.0069709648740461545,0.012142817579920667,0.5958819609566375,estimated_exploratory
5,convergence,abnormal_volume_ratio,173,1.0,adequate_descriptive_sample,-0.00010884939639883547,0.0036147845275556743,-0.007193696882280592,0.00697599808948292,0.9759775087894144,estimated_exploratory
5,convergence,semiconductor_volatility,173,1.0,adequate_descriptive_sample,0.006455672809328599,0.004325960832887963,-0.002023054621662703,0.0149344002403199,0.13561800550823688,estimated_exploratory
5,convergence,market_volatility,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
5,convergence,trailing_semiconductor_return,173,1.0,adequate_descriptive_sample,-0.008219265474220635,0.003239582617132201,-0.01456873072874176,-0.001869800219699509,0.011176315306160003,estimated_exploratory
5,convergence,bear_regime,173,1.0,adequate_descriptive_sample,0.007375597407431118,0.0039015350141627736,-0.0002712707047498883,0.015022465519612123,0.0586998382384032,estimated_exploratory
5,convergence,negative_event,173,1.0,adequate_descriptive_sample,-0.0031187945554755478,0.004098185550971894,-0.011151090637342896,0.0049135015263918015,0.44664608526058036,estimated_exploratory
5,convergence,peer_count,173,1.0,adequate_descriptive_sample,-0.005401572711138151,0.00452208125332864,-0.014264689102826033,0.0034615436805497312,0.23228705255095694,estimated_exploratory
5,convergence,average_peer_correlation,173,1.0,adequate_descriptive_sample,-0.001103603567833322,0.0032503065312023995,-0.0074740873077053386,0.005266880172038695,0.7342042464361671,estimated_exploratory
5,convergence,peer_return_similarity,173,1.0,adequate_descriptive_sample,-0.0023085314424620964,0.003358644419794481,-0.008891353542135706,0.004274290657211513,0.49186835021668596,estimated_exploratory
5,convergence,peer_portfolio_coverage,173,1.0,adequate_descriptive_sample,,,,,,insufficient_data
5,peer_catchup,shock_magnitude,173,1.0,adequate_descriptive_sample,0.0018656772494069812,0.001960726155005461,-0.001977275397949422,0.005708629896763384,0.34133863386823127,estimated_exploratory
5,peer_catchup,standardized_shock,173,1.0,adequate_descriptive_sample,0.0010537201028448322,0.0020880543181346226,-0.0030387911584623685,0.0051462313641520326,0.613810239106878,estimated_exploratory
5,peer_catchup,log_market_cap,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
5,peer_catchup,log_trailing_dollar_volume,173,1.0,adequate_descriptive_sample,0.003903961185914167,0.0024472868662638314,-0.0008926329318008344,0.008700555303629169,0.11066302674589187,estimated_exploratory
5,peer_catchup,volume_percentile,173,1.0,adequate_descriptive_sample,0.0027264851918138303,0.002438162377296059,-0.002052225256147004,0.007505195639774665,0.2634584639567422,estimated_exploratory
5,peer_catchup,abnormal_volume_ratio,173,1.0,adequate_descriptive_sample,0.000824214599930538,0.0018216230337161836,-0.0027461009395617743,0.004394530139422851,0.6509364283224408,estimated_exploratory
5,peer_catchup,semiconductor_volatility,173,1.0,adequate_descriptive_sample,-0.0021379225459493144,0.0017430958534615415,-0.005554327640335043,0.0012784825484364148,0.22000723506318443,estimated_exploratory
5,peer_catchup,market_volatility,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
5,peer_catchup,trailing_semiconductor_return,173,1.0,adequate_descriptive_sample,0.00043998785979461785,0.0019365174188924956,-0.003355516536669139,0.004235492256258374,0.8202637699089084,estimated_exploratory
5,peer_catchup,bear_regime,173,1.0,adequate_descriptive_sample,-0.00069924992460536,0.0019692431622179737,-0.004558895599354356,0.003160395750143636,0.7225254509451506,estimated_exploratory
5,peer_catchup,negative_event,173,1.0,adequate_descriptive_sample,-0.0002743898956859723,0.0022372498116532452,-0.004659318950945352,0.004110539159573407,0.9023873716923495,estimated_exploratory
5,peer_catchup,peer_count,173,1.0,adequate_descriptive_sample,-0.0006919612056193066,0.002459582028742117,-0.005512653398975816,0.0041287309877372025,0.7784551217802259,estimated_exploratory
5,peer_catchup,average_peer_correlation,173,1.0,adequate_descriptive_sample,0.0008424170703701757,0.0016824348006711084,-0.0024550945452820215,0.004139928686022373,0.6165730824816155,estimated_exploratory
5,peer_catchup,peer_return_similarity,173,1.0,adequate_descriptive_sample,0.001802339153343362,0.001896595954759795,-0.0019149206112101936,0.005519598917896917,0.34195876287305205,estimated_exploratory
5,peer_catchup,peer_portfolio_coverage,173,1.0,adequate_descriptive_sample,,,,,,insufficient_data
5,initiator_reversal,shock_magnitude,173,1.0,adequate_descriptive_sample,0.005543955202895727,0.0035868044123908804,-0.0014860522649797507,0.012573962670771203,0.12218838021692535,estimated_exploratory
5,initiator_reversal,standardized_shock,173,1.0,adequate_descriptive_sample,-0.00223193406788727,0.0034812874452978307,-0.009055132080502471,0.004591263944727931,0.521442656837527,estimated_exploratory
5,initiator_reversal,log_market_cap,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
5,initiator_reversal,log_trailing_dollar_volume,173,1.0,adequate_descriptive_sample,-0.002647832729149828,0.003774673750265134,-0.01004605733305823,0.0047503918747585725,0.4830077119311328,estimated_exploratory
5,initiator_reversal,volume_percentile,173,1.0,adequate_descriptive_sample,-0.00014055883887657524,0.003556578060229878,-0.007111323745132464,0.006830206067379312,0.9684751640403633,estimated_exploratory
5,initiator_reversal,abnormal_volume_ratio,173,1.0,adequate_descriptive_sample,-0.0009330639963293741,0.003326983693404224,-0.007453832212553703,0.005587704219894955,0.7791296479452144,estimated_exploratory
5,initiator_reversal,semiconductor_volatility,173,1.0,adequate_descriptive_sample,0.008593595355277914,0.0038588141716892764,0.001030458555734171,0.016156732154821656,0.025946993302355358,estimated_exploratory
5,initiator_reversal,market_volatility,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
5,initiator_reversal,trailing_semiconductor_return,173,1.0,adequate_descriptive_sample,-0.008659253334015253,0.003325797574525835,-0.015177696799956557,-0.002140809868073951,0.00922336208652204,estimated_exploratory
5,initiator_reversal,bear_regime,173,1.0,adequate_descriptive_sample,0.00807484733203648,0.003577640550858552,0.0010628007027236779,0.015086893961349282,0.024006108053320173,estimated_exploratory
5,initiator_reversal,negative_event,173,1.0,adequate_descriptive_sample,-0.002844404659789575,0.003552868011242442,-0.00980789800364921,0.004119088684070059,0.42336675028675963,estimated_exploratory
5,initiator_reversal,peer_count,173,1.0,adequate_descriptive_sample,-0.004709611505518843,0.0038776413525350092,-0.012309648901450643,0.002890425890412958,0.22453558393787731,estimated_exploratory
5,initiator_reversal,average_peer_correlation,173,1.0,adequate_descriptive_sample,-0.0019460206382034986,0.0032423350944000475,-0.008300880649037869,0.004408839372630871,0.5483788902518383,estimated_exploratory
5,initiator_reversal,peer_return_similarity,173,1.0,adequate_descriptive_sample,-0.00411087059580546,0.00334339527894919,-0.010663804928627119,0.0024420637370162,0.21886578321179184,estimated_exploratory
5,initiator_reversal,peer_portfolio_coverage,173,1.0,adequate_descriptive_sample,,,,,,insufficient_data
10,convergence,shock_magnitude,114,1.0,adequate_descriptive_sample,-0.0019477880520321362,0.007941327850722067,-0.017512504628872265,0.01361692852480799,0.8062455684454128,estimated_exploratory
10,convergence,standardized_shock,114,1.0,adequate_descriptive_sample,-0.0027641351863075397,0.0076639704401755375,-0.017785241227631178,0.012256970855016099,0.7183489859958005,estimated_exploratory
10,convergence,log_market_cap,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
10,convergence,log_trailing_dollar_volume,114,1.0,adequate_descriptive_sample,-0.011010729074140791,0.008929780340144224,-0.028512776930677303,0.0064913187823957205,0.21756281608306827,estimated_exploratory
10,convergence,volume_percentile,114,1.0,adequate_descriptive_sample,0.01282042515131161,0.007726358435698875,-0.002322959114305417,0.027963809416928637,0.09705330642804985,estimated_exploratory
10,convergence,abnormal_volume_ratio,114,1.0,adequate_descriptive_sample,-0.0026945772972121174,0.007149132404721449,-0.016706619331174385,0.011317464736750152,0.706240718081941,estimated_exploratory
10,convergence,semiconductor_volatility,114,1.0,adequate_descriptive_sample,-2.849314199944962e-05,0.006599415645867538,-0.012963110126909963,0.012906123842911064,0.996555124168761,estimated_exploratory
10,convergence,market_volatility,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
10,convergence,trailing_semiconductor_return,114,1.0,adequate_descriptive_sample,-0.008865397078462204,0.007070011113614836,-0.0227223642314452,0.004991570074520793,0.20986240884980945,estimated_exploratory
10,convergence,bear_regime,114,1.0,adequate_descriptive_sample,0.00353657328763987,0.007670087425715446,-0.011496521825035941,0.01856966840031568,0.6447365916307647,estimated_exploratory
10,convergence,negative_event,114,1.0,adequate_descriptive_sample,-0.011511960404217151,0.007436592420142628,-0.02608741371540026,0.003063492906965958,0.12161856244645596,estimated_exploratory
10,convergence,peer_count,114,1.0,adequate_descriptive_sample,0.004793743615226568,0.00758533116347619,-0.010073232275996068,0.019660719506449206,0.5274028728185898,estimated_exploratory
10,convergence,average_peer_correlation,114,1.0,adequate_descriptive_sample,-0.009185929234638197,0.00527870993234087,-0.019532010586860167,0.0011601521175837737,0.08182662539702315,estimated_exploratory
10,convergence,peer_return_similarity,114,1.0,adequate_descriptive_sample,-0.007135024790451354,0.005451917698285957,-0.01782058712576834,0.0035505375448656312,0.19062977006299642,estimated_exploratory
10,convergence,peer_portfolio_coverage,114,1.0,adequate_descriptive_sample,,,,,,insufficient_data
10,peer_catchup,shock_magnitude,114,1.0,adequate_descriptive_sample,0.00032553602096313717,0.0030450656741312404,-0.005642683030893275,0.006293755072819549,0.914863493238237,estimated_exploratory
10,peer_catchup,standardized_shock,114,1.0,adequate_descriptive_sample,0.0006306841719604449,0.0029840398374137485,-0.00521792643780326,0.006479294781724151,0.8326122471540772,estimated_exploratory
10,peer_catchup,log_market_cap,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
10,peer_catchup,log_trailing_dollar_volume,114,1.0,adequate_descriptive_sample,-0.00036166178501864784,0.004510255158680958,-0.009201599457119312,0.008478275887082016,0.936088890040921,estimated_exploratory
10,peer_catchup,volume_percentile,114,1.0,adequate_descriptive_sample,0.006923309642445566,0.0023663794308988175,0.0022852911841274946,0.011561328100763638,0.0034368529184561863,estimated_exploratory
10,peer_catchup,abnormal_volume_ratio,114,1.0,adequate_descriptive_sample,0.0014553510255201371,0.0027119646236878816,-0.0038600019642548314,0.006770704015295105,0.591515714907349,estimated_exploratory
10,peer_catchup,semiconductor_volatility,114,1.0,adequate_descriptive_sample,-0.003840547848118531,0.0038197854420314557,-0.011327189743170594,0.0036460940469335325,0.3146871977725959,estimated_exploratory
10,peer_catchup,market_volatility,0,0.0,small_sample_descriptive_only,,,,,,insufficient_data
10,peer_catchup,trailing_semiconductor_return,114,1.0,adequate_descriptive_sample,0.0011978314780063933,0.003367190014410407,-0.00540173967934091,0.007797402635353696,0.7220381106817886,estimated_exploratory
10,peer_catchup,bear_regime,114,1.0,adequate_descriptive_sample,-0.0033198641672334004,0.003074815370881201,-0.009346391553270723,0.0027066632188039227,0.28027782048064365,estimated_exploratory
10,peer_catchup,negative_event,114,1.0,adequate_descriptive_sample,-0.005770132809670155,0.003875976124455829,-0.013366906418540717,0.0018266407992004081,0.13656861759977856,estimated_exploratory
10,peer_catchup,peer_count,114,1.0,adequate_descriptive_sample,0.0012269350621090815,0.003959117451611098,-0.00653279255361267,0.008986662677830834,0.7566361261700503,estimated_exploratory
10,peer_catchup,average_peer_correlation,114,1.0,adequate_descriptive_sample,-0.0005360527206822289,0.002828494320903308,-0.00607979972012879,0.005007694278764333,0.8496862575130346,estimated_exploratory
10,peer_catchup,peer_return_similarity,114,1.0,adequate_descriptive_sample,0.0003837284916309129,0.0029717392742793,-0.005440773457399712,0.006208230440661538,0.897258032782586,estimated_exploratory
10,peer_catchup,peer_portfolio_coverage,114,1.0,adequate_descriptive_sample,,,,,,insufficient_data
10,initiator_reversal,shock_magnitude,114,1.0,adequate_descriptive_sample,-0.002273324072995272,0.006073342170061411,-0.014176855992103972,0.00963020784611343,0.7081723009413572,estimated_exploratory
10,initiator_reversal,standardized_shock,114,1.0,adequate_descriptive_sample,-0.003394819358267985,0.006050833348310364,-0.015254234797410204,0.008464596080874234,0.5747635301326284,estimated_exploratory
